topic;tweet
para;@Ha_Teache_r @ilanihaye Evet o kadar çok aç gözlü aileler varki sırf zengin diye kızını vermek isteyenler var karaktere bakmak asla akıllarına gelmiyor çünkü zengin her şeyi var ev değil evleri var arabaları var falan hemen düğün yapıyorlar istekleri de asla bitmiyor sonra leş bir evlilik oluyor
para;bugün yaşlı bi adam karısınw evlilik yıldönümü olduğu için devasa bir küpe aldı fiyatı hatırlayamıyorum çok sıfır vardı
para;Bakımımı üstlenebilecek ilk evlilik teklifine evet diyorum, hadi buyrun
para;@alniopulesitivt Gösteriş meraklısı, para avcısı gelinlerin sömürü düzenine bulduğu kılıf ektedir. Geçmişi temiz, namuslu kızlar masrafsız evlilik yapamaz algısı oluşturuyorlar.
teklif;tribünde önümüzde evlilik teklifi edildi. daldık yine hayallere
teklif;@Winb1r Yüzük nişan evlilik bu kadar denk gelmez evren bana bişiler diyo gibi https://t.co/PgRisgX8DK
teklif;Arkadasim evlilik teklifi almis biz bu yasa hemen geldik mi ya
teklif;Bu ara herkes evleniyor, evlenmeyen nişanlanıyor, nişanlanmayan evlilik teklifi alıyor. Bende napim işte atılan fotoğrafları beğeniyorum.??
teklif;ödüm kopuyor süslü giyinmediğim  bigün ya evlilik teklifi elidilir diye ama sonra flörtüm bile olmadığı aklıma geliyor sjsjsjsjsjsjdjd
teklif;jumyon gecen de bn evlilik teklifi almsk istiyom dedi zaten   aziyorm
teklif;"Mucize seyahat yüzük
İtalya veya pariste evlilik teklifi alıyorum olarak yorumladım"
teklif;@zgumburz hocam kızın elini neden bırakmıyorsun eğilip evlilik teklifimi edecen
teklif;Off evlilik teklifi etmek istiyoruuum ??????
teklif;@acelyayvz Hahaha eski manitasi yine evlilik teklifi yapmis heralde??
teklif;@ceylin_kayaDIR @semaergenekonn Bak bütün hevesim gitti 50 izlemek için heyecanim varken evlilik teklifi işkenceyle  izledik şimdi bu darp  izlemek istemiyorum ilcey barışma sahnesi izlemek istiyorum Yekta ve Laçine  bile razıyım o kadar ??????
teklif;@lilkremini Evlilik düşünür müydünüz?
teklif;bi arkadasim var her ay baska birine evlilik teklifiyle gidiyo
teklif;Evlilik teklifi yüzügüm 777 ve öylede oldu https://t.co/1X7htA3ffA
teklif;@appindangoye31 @annenisikimpic ben evlilik dusunmuyorum tesekkurler teklifler icin ??
teklif;@lalsakinol ben de sana her gün aşığım. hanımefendi evlilik düşünür müsünüz?
teklif;@bosluktagibiyim Evlilik teklifi hikayesi de olabilir çok duygusaldı
teklif;Öğretmen arkadaşlarım nişan evlilik falan konuşuyor ben hala acaba yazar mı knk modundayım
teklif;"@se3rap Keşke böyle bişi gerçekten olsa geçen zaman geri gelmiyo ah geri gelmiyo.....
Sevdiğime hayır demek yerine evlilik teklifini kabul ederdimm,sana asla ihanet etmedim diye haykırırdımmm .... .
Diyemedimm ..   ."
teklif;Çok tatlı bir Evlilik Analizi memnuniyeti bırakıyorum şuraya ?? Danışanım benden danışmanlık aldıktan bir gün sonra tıpkı tarif ettiğim özelliklerde birisi çıkmış karşısına?? Kısmet açıyorum biraz ?????? https://t.co/z9eHO2liKI
teklif;van evlilik yaş 32 maddiiii DESTEK vardir
teklif;@vysaleeee Evlilik t?klifi deyile????3 evetle uğurluyoruz sjsj
teklif;Bingöl bir yeni akımın pençesine daha takıldı. Yeni moda turuncu minibüs eşliğinde evlilik teklifi yapılıyor. Abartmadan söylüyorum bu sabah tam beş genç kızımız aynı yerde evlilik teklifi almış. Hani yaratıcılık hani hiç beklenmedik an aşkım
teklif;@klmkzp Evlilik teklifini kendim yaptım iyikide yapmışım :)
teklif;#BelçimBilgin'den evlilik yanıtı ???https://t.co/kq74sF1LGX
teklif;Rüyamda evlılık teklifi aldımm??anca rüyamda alırım zaten??
teklif;ATU'da evlilik t?klifi olub şokdayamm
teklif;@aradaciddiyim Abi evlilik düşünür müsün
teklif;bekar olarak başladığım bu yılı nişanlı+ evlilik teklifi almış şekilde bitiriyorum???? https://t.co/t95K3zxFkA
teklif;Yaşandı, hem de evlilik teklifim için ??
teklif;kuzenim bu saatte evlilik teklifi için arkadaşımdan yüzüğü nasıl alıcaz diye soruyor gawnlsmdl cevap versem mi uyuyor numarası mı yapmsam
teklif;Kızlar ben sanırım buldum ya. Hem hanımcı hem benle isveçe gelir hem de çirkinmiş benden başka karılar kapmaya kalkmaz. En yakın zamanda evlilik teklif edip nikahıma alicam????
teklif;Ben bugün evlilik teklifi aldıııımmmm????????
teklif;@samasya0 @sinemskandalm abla tektas degil ya pandora kalpli yüzük evlilik teklifi almadim
teklif;@belaaceker İstek değil evlilik teklifi alfnqpenqwk
teklif;merhaba beyefendi evlilik dusunur musunuz cunku ben size baktigim an imza attigim ani hayal etmekteyim https://t.co/Z25OcF257w
teklif;@dumbpumb12 Yüzük alınan da Vural Nihan'a evlilik teklif edeceği yüzüğü almışlarrr
teklif;Eleman zınk diye evlilik teklifi yaptı.
teklif;pankartla evlilik teklifi almışım gibi bir gün
teklif;Bütün arkadaşlarım evlilik teklif edip, teklif alırken ben halen yılbaşında ne yapsam..? Acaba dışarı mı çıksam yoksa yiyecek ve içeceği alıp evimde mi sabahlasam diye düşünüyorum
teklif;@ebrusty1es evlilik dusunur musunuz
teklif;"| Akrep • Oğlak • Terazi • Koç |

???????? ???????????? ?????? ??????????????

Uzun zamandır beklediğiniz teklifle karşı karşıya kalabilirsiniz. Kimileriniz ciddi ilişkiye adım atarken kimileriniz evlilik kararı alabilirsiniz. Dileklerinizin kabul olacağı bir ay sizi bekliyor+"
teklif;@AloneSayko Yoksa evlilik teklifi yapan çocuk mu bu?
teklif;arkadaşlar evlilik meraklısı bir ruh hastası gibi görünmüş olabilirim 30a kadar kariyer yaptık para kazandık sonunda aşık olduğum adamı da twden buldum ne zaman evlencem de ben anne olcam geç bile kalmışım nerde benim yüzüğüm al artık fındık kafa (ordulu)
teklif;@nanaselenacnm Tamam evlilik teklifi etmicem sus artık
teklif;arkadasimin bizi attigi toplu fotograftan tipci arkadasi beni begenmis evlilik dusunur mu demis dusunmez miyim kardesim benim hayatini zindana cevirmem gereken 50 erko var sirada sana da gelir sira
teklif;Ayşegül ben sana ellilik değil evlilik teklif ettim
teklif;@muttesemim cok yakisiklisin peki ya evlilik düsünür müsün
teklif;@zodyakbeybisii evlilik teklifi mars durağan zamanı yapıldı söz nişan mars retroda yapıldı nasıl olur acaba
teklif;Evlilik teklifleri, söz nişan için endişe etmeyin. Retrolu bir dönemde gelirse bu iş tekrar edecek demektir yani tekliften sonra isteme, söz, nişan olması olayın tekrarı gibi sayılır. Önemli olan nikah akdi.
teklif;"@suveydasal Hahaha bencedeeeee
(Evlilik tefliki almamışım gibi ) kdksksk"
teklif;@lw1kny4 evlilik teklifi
teklif;"Adsstore gidip evlilik teklifi etmek...
Aynen kardeşim erkekler duygusuz."
teklif;@userin364626 bro biri bana evlilik teklifi etsin evlencem ich meins ernst
teklif;Evlilik teklifini bomboş adamlar yapar sadece
teklif;Herkes mi evlilik teklifi alıyor ya anlaşmışlar gibi
teklif;Ayy evlilik teklifi yüzüğünü ekip almışlar lan çok tatlılar #sıfırıncıgün
teklif;Evlilik teklifi etsin diye yüzük almışlar arkadaşlarına ayy kaldı mı böyle arkadaşlar helal be #SıfırıncıGün
teklif;Ay yine geldi evlilik teklifi perileri. İki storyden biri yüzüklü toynak
teklif;Hayatınızda kaç defa evlilik teklifi ettiniz ben bir sürü kadına ve sadece iki erkeğe evlilik teklifi ettim??
teklif;evlilik teklifi alman an artık meselesi?? Sensiz yapamayacağının çok farkında. Bu aşk tüm kutsallığı ve ihtişamıyla yeniden başlayacak?? Artık yüzünüz gülecek. Bak gör.
teklif;@SonnenscheinDnz @blackbird3458 Hanfendi onu bunu boşverin evlilik düşünüyor musunuz
teklif;Baktığım her storyde birilerinin evlilik tekliflerini görüyorum noluyyoo arkadaşlar noluyyoo
teklif;Güzelliğe bak tekrar evlilik teklifi alasım geldi
teklif;@GenelKultur3 müstakbel eşim zaten diz çökmeyi de tektaş almayı da bedel olarak görüp sızlanıyosa tam bir prensestir ben ona diz çökerim ben ona tektaş alırım ama evlilik teklif etmek için değil olay yerinde bi kere daha eğlenip sesli kahkaha atmak için
teklif;@nezorsun Esenyurtta sıradan bir evlilik teklifi
teklif;@nezorsun Merve boluğur evlilik teklifi almış
teklif;@ShowTV #alkan evlilik teklifi
teklif;Katina bakan çocuk bana “üç ay içinde gelecek gelmezse ocakta evlilik teklifiyle gelecek” diyordu. Evlenme teklifimi bekliyorum şirinevler metrosunda şuan
teklif;@avmelihdemirer Diğeri de öyle bitiyor evlilik teklifi ile alakalı değil bence ..
teklif;@AloneSayko Ay sapık mıdır nedir engellesin.  2 yıldır peşinde bir de evlilik teklifi manyak midir nedie
teklif;Günlük kiralık evde evlilik teklifi alacağıma/edeceğime  bekar ölürüm diyen kaliteli kardeşlerim gelin kucaklasalim.
teklif;@pelinayigt Dünyanın en iyi evlilik teklifi
teklif;"Evlilik öncesi herkes neden teklif yüzüğü istemediğimi sorup duruyor. 
Tektaş dediğiniz şeyin ışığının arkasındaki karanlığı bilseydiniz, parmağınızda taşıdığınız yüzlerce köle çocuğun ağırlığından uyuyamazdınız."
teklif;Hayır, evlilik teklifi yapılmamalı
teklif;boyle dogal bi sekilde edilen evlilik teklifi videolarina oyle bi agliyorum ki
teklif;evlilik teklifi almaya giderken organizasyoncunun storysinden kendi sürprizimi görmüştüm diceklerim bu kadar…
teklif;@vahiylegeldi Sevgilim demiş yani bir adım atmışlar xd. Bu benim evlilik teklifi fikrimdi . Fikrim yapıldığı için çok mutsuzum
teklif;@helltfujah ya amk ben onlarin aglama kiyamam, katiliorum evlilik teklifini kabul ettim op cabuk
teklif;Yaşıtlarımın evlilik o bu şu sorunu içinde benim defterime su damlası düştü diye saatlerce ağlayasim varrr https://t.co/xrLLmyj3LS
teklif;@zdgnr 2 saat sonra evlilik teklifi EVETTTT :d :D
teklif;@evrimkeklik_ @BolukbasiNisa Bence evrim evlilik teklifi alacak ?? nisoş motivasyon konuşması yaptı her şey güzel olacak ??@BolukbasiNisa @evrimkeklik_  öyleli bir şeyler mi kızlar???
teklif;Eger yillar once annanem o adamın evlilik teklifini kabul etseydi şu an bizim de yatlarımız falan olacaktı şirketin baş mimarı olup dedemin işini yapıyor olacaktım
teklif;avrupaya göç eden sap danışmanı arkadaşlar neden evlilik teklifi almış muhafazakar kız gibi “Ayyy canımm allah size de nasip etsin, inan hiç beklemediğin anda çıkıyor karşına” modunda takılıyor?
teklif;@nezorsun Evlilik teklifi edilirken üç kere ayrılıp barıştılar! Sonra bu ilişkilerden katliamlar çıkıyor..
teklif;"Teklif
Kariyer
Zenginlik

İşi gücü yerinde, zengin bir kadından evlilik teklifi alacağım kesin..."
teklif;İdeal evlilik teklifi ?? https://t.co/wjcEXqGmEL
teklif;@doranavirus Ben de hatuna evlilik teklifi yapcam nasıl yüzük alırım onu düşüneyim
teklif;"acaba ferit seyran'a hissettiklerini anlattığı, içten gelen bir evlilik teklifi eder mi?? ??her şey yoluna girdiğinde yeniden başlaya bilmek için güzel bir teklif yapar mı.. ??????? 
#YalıÇapkını"
teklif;annem umreden yüzük getirmiş kim evlilik teklifi istiyo cinsiyet fark etmez
teklif;@AloneSayko Hızını alamayıp evlilik teklif ettiğine göre tecrübesiz biri ama samimi hdjdk yine de ilk başta tanışmak istediğini söylemeliydi kız tanımadığı birinin evlilik teklifini nasıl kabul edebilir hdjfk
teklif;az önce telefon da çok güzel bir haber aldım , canım ANKARA lı kardeşim evlilik teklifi almış , nasıl sevindim anlatamammmm hadi inşallah evet der ??????
teklif;@nezorsun Günlük kiralık evde evlilik teklifi mi ? ??
teklif;@eceyesor @KayNektar Nişan ve evlilik teklifi de buna dahil mi? ??
teklif;Dün 3 tane evlilik teklifi aldım
teklif;Her türlü sade ve başbaşa yapılmalı, pırlanta - tek taş falan olmamalı. Evlilik olayından sonra bir dolu insanla bir dolu organizasyon yapılıyo zaten. Bari işin bu kısmı kafa yormayan masrafsız bir şekilde olsun
teklif;Evlilik teklifini kime niyet kime kısmet diye paylaşmak
teklif;Evlilik teklifine Ekin geldi ya acaba diğer kardeşleriyle hiç konuştu mu ne düşündü nasıl dayandı Ekin'in ağzından bir şeyleri okuma ihtimalimiz var mı ????????
teklif;Ne demek sana yılda iki kez evlilik teklifi edemem?
teklif;Hiç bir erkek kadın evlilik teklifi beklediğini belli etmediği sürece aklında tam anlamıyla bununla evlenirim diye düşünmez. Saygılar.
teklif;evlilik teklifimi acaba ellilik teklifi olarak mı algıladı ya??
teklif;@angel1_litel Tektaş istermisin sonrası evlilik teklifi düşünüyorsan
teklif;@avmelihdemirer Sevgili Eşim evlilik teklifi ettiğinde Kız Kulesindeydik, öyle biz bize, yemek sohbet çok güzeldi, teklif ettiğinde öylece gülümsedim, güldüm çok mutlu olduğum bir andı ve diz çökmesine izin vermedim, hep gönül gönüle olalım dedim. İsteme akşamı çikolatalı kahve ikram etmiştim..
teklif;kalabaliktan uzak, bas basa bi evlilik teklifi..budur…
teklif;Bi instayı kapattık 5 arkadaşım evlilik teklifi, nişan vs mevzularına girişmiş. Zaten çoğu ya girişmişti ya evlendi ve hatta bazıları çoluk çocuk sahibi. Tek tek düşüyordu bütün kaleler, ben kaldım kardeş... Ben kaldım.
teklif;@turuncubeyyy @GalatasaraySK Tamam bul bana da gönder ama evlilik teklifimi orada yapacaksa gelsin ??
teklif;Evlilik teklifi alsam ne güzel olur varya
teklif;Metrodaki beyefendi bana gülümsediğinde evlilik teklif ettiğini anladım ama ineceğim durağa gelmiştim
teklif;@Neslhanmsr @tinercimayki İyi abla evlilik teklifi ediyorsa seviyordur büyük ihtimal
teklif;Sanki evlilik teklifi yapacak ??
teklif;@HaberAslan Yakında korkarım ki tiktok ta prim kasmak için sete çıkıp öpüşecekler bir o kaldı. Sete amigolardan reislerden başka kimsenin çıkmasına izin verilmemeli. Orada Torreira ya tezahürat edilirken evlilik teklifi yapmak da nedir!
teklif;Bugün bir arkadaşım daha evlilik teklifi almış hoş değil
teklif;Kocamın bana ne zaman evlilik teklifi ettiğini unuttum, asla hatırlamıyorum. Ona sordum, o da hatırlamıyo yüksek ihtimalle shdjsjs??????
teklif;@GenelKultur3 eğer bir gün sevdiğim olursa kendim ona evlilik teklifi edicemem söz dnjdbdjdjdjhdjdh
teklif;@RTElice_ Evlilik teklifi
teklif;@cavidedogann Zengin birinden evlilik teklifi geliyor galiba ????
teklif;Geçen sene bugün evlilik teklifi almışım. Çok komikti.
teklif;abi siz bu evlilik tekliflerini ne ara planlayıp ne ara yapıyorsunuz
teklif;"@avmelihdemirer Hakim bey yemin ederim severek evlendiler.
Koca karısına evlilik teklifini  gözümüzün önünde  yaptı.Kadında evet evet naraları ata ata kabul etti.
Evlilik teklifiyle başlayan tanık anlatımı tefrikalar oluşturacak şekilde dava dilekçesinde duruşma salonunda yerini alır??"
teklif;biraz kilo almışız rahat diz çökemiyorum umarım eşim benden erken davranır evlilik teklifi etmek için... koççum benim
teklif;Üstelik zaman kazanmak için böyle bir plan yapmış olsalar da Fırat'tan, gerçek bir evlilik teklifimiz gelmedi (geleceği kesin de) zamanımız var beklemedeyiz.
teklif;@Adriana43059181 @avmelihdemirer Öyle olsa düğüne de gerek yok, kalabalık görmese de olur . :) Bu arada evlilik teklifi iki kişinin rızası olduktan sonra zaman ve mekânın bir önemi yok bence. ??
teklif;Galata kulesinde evlilik teklifi almak????...
teklif;Millet evlilik teklifi aliyo şehirde yasiyolar tabi kim bilir ailesinin dahi haberi yok . Köyde yaşayan kız ne bilsin abi evlilik teklifini bilsede adam nerde  yapsın teklifi anca çıkar minareden bağırır.
teklif;@iyilikdizifox @FOXTurkiye Neslihan evlilik teklifini kabul etmeli ya oda aşık atillaya umarım para göz annesini ve karga burunlu muratı dinleyip red etmez bu teklifi...
teklif;Evlilik teklifi bence sade ve başbaşa yapılmalı. Fazla insanın olduğu aşırı organize ortamda yapılan şov tekliflerin sonu kavgalı gürültülü çekişmeli boşanma davasıyla bitecek gibi geliyor.
teklif;Allahım evlilik teklifi geldiii neslihan lütfen para göz anneni palavracı muratı dinleyip bu teklifi red etme sende aşıksın kızım atillayaa sendee
teklif;Oğlan gelecekteki evlilik teklifini planlamış teknede mumlar vs. Dedim bu çok sıradan olmaz öyle zamanı gelince şöyle dudak uçuklatacak bi teklif planlarız. Planlarız dedim ben dedim yuh bana snsbsbssh
teklif;Maçta önümde çocuk evlilik teklifi yaptı amk yeter beee!1
teklif;@devilofty evet kabul ediyprum evlilik twklfini
teklif;@saadettdogann @cavidedogann Yurt dışından evlilik teklifi herhalde ????
teklif;@IoveIlyy Tektaş artık gözüme çokzel gelmeye başladı, evlilik teklifi almayanların da takmasını normalleştirelim lütfen. ????
teklif;tanışmadan evlilik teklif etmek mi kaçıncı yüzyıldayız
teklif;en yakın arkadaşım evlilik teklifi aldı video çekerken heyecandan elim titredi bu kızın düğününde bana firdevs yöreoğlu gibi felç inecek galiba
teklif;Keşke evlilik teklifi aldığımda ben de ona sorsaydım, ömür boyu bana masaj yapar mısın diye
teklif;Yuzuk parmagimin tirnagi kirildi bana bu hafta evlilik teklif etmeyin.
teklif;@mvh0658 Evlilik teklifi reddedilince erkekler...abi kızma...
teklif;yemin ediyorum ikinizle de evlenirim mesela sana diyelim ki ben evlilik teklifi ettim sen kabul edersen senle de olur ya da sana teklif edersem sen kabul edersen senle de olur anlatabiliyo muyum
teklif;"@pusholder garson masaya kapaklı şeyden getircek içinden bir yüzük kutusu cıkacak meral mommy evlilik teklifi eder gibi kılıcdaroglunuj onunee diz cokecek, kılıcdaroglu cok heyecanlanacak ve meral mommy kutuyu aralayacak… kutunun içinde ise sadece bir kart. 
“lütfen aday olma”"
teklif;az önce önüme çok iyi evlilik teklifi videosu düstü kafam karıstı ben galiba evlilik teklifi edicem
teklif;"Allahım nolurrrr ad günümd? evlilik t?klifi alım nolurrr. I said"" yes????"" yazmaq ist?yir?mmmmmm"
teklif;Birileri yine hayalimi yaşıyor (evlilik teklifi etti) https://t.co/8tK44EINo7
teklif;@pusholder Evlilik teklifi yapacakmış Kemal abimiz
teklif;@gokcenenc07 Ahahahha Belki Bay kemal evlilik teklifini eçek meral a oburleri yordular??????????????
teklif;"seninle evlenebilir miyim&gt; diğer tüm evlilik teklifi cümleleri"
teklif;"@gmz_kz evlilik teklifi ??
bana da aşk para neşe çıktı en önemli şeyler sdfghnjgfd"
teklif;Poyrazın mutluluk diye bir şey yok deyip Ayşegül'e evlilik teklifi ederken evlen benle mutlu olalim Ayşegül demesi gibiydi iste..
teklif;"Kızlar ben bütün geleceğime evet dedimm???? 

.#nikah #nikahelbisesi #evlilik #evetdedim?? @ Kocaeli, Turkey https://t.co/5GhWPpgM4s"
teklif;@paranoyakxl Yapacağın tek teklif evlilik teklifi olur sjsjjs
teklif;Yakın kız arkadaşım Merve senin görümcen olmak istiyorum diyerekten abisi yerine evlilik teklifi yaptı bana ??
yaş;@ftskocak Benim evlilik şeklimde diyanet beni 1 km yürütmez bence ??
yaş;"@Muratzk46206249 @Ateist_TV Bu tamamen sizin kuruntunuz!
Allah evlilik çağının temyiz çağı olduğuna vurgu yapar bknz Nisa/6
Ergen olmak evlilik için yeterli şart değildir galiba siz henüz baba olmadınız ?!"
yaş;"Bir Hanımefendinin twitinde gördüm;
EYT'nin biri çözüldü diğeri ne olacak? Erdoğan onu da çözer mi? Diye küçük bir latife yapmış.
EYT=Evlilikte Yaşa Takılanlar
Belki onu da bizlerin duası çözer;
Rabbimiz evlilik umudu taşıyan, bekleyen herkese saadetli bir evlilik ihsan buyursun."
yaş;Bu arada ikinci ekran alıntısının kaynağı ben değilim. Ben gülmece için ve kafa dağıtmak için bakarım arada. Ortaya çıkaran geni bir Diyanet görevlisi kanıtlamzsan mehkeme diye korkuttuğu için araştırmış. Dava açılmasını bekliyor ! Hahaha. 9 yaşa evlilik yok demiş Diyanetçi!
yaş;@OkurYazarAnne_ @Ateist_TV Hangi ayete göre uygun değil öğrenebilir miyim? İslam'a göre Buluğ çağına girildikten sonra erkek ve kız için evlilik uygundur.
yaş;@ctaslaman İçerisinde çok eşlilik,cariyelik,çocuk yaşta evlilik,kölelik olan bir dinden ahlak beklemem.
yaş;@siyervakfi Buhari nin rivayeti yanlış desen tamamdı. Buhari yi putlaştırmak bu ümmetin sıkıntısı. Ve mezheplere hiç değinmemişsin... onlar da evlilik yaşının olmaması en büyük facia.. örnek Hidâye..
yaş;@manimon24227869 @GaroPaylan Barbar mı sen kimsin kaç paralıksın ki benim devletime barbar dersin kız çocuklarını çocuk yaşta evlendiren, 3. 4. Kadınla evlilik yapan, ensest ilişki desen çok çok var, kan davası desen bitmez trafik kuralı bilmezsin fransayı bile karıştıyosun ama barbar değilsin öyle mi? Sie
yaş;@OkurYazarAnne_ @Ateist_TV haklısın muhammette kızı rukiyeyi osmana 10-11 yaşında vermedi..iki yüzlüsünüz.rukiyenin,doğum evlilik,çocuklarının ölümü,kendi ölümüde tarihlerle belirtilmiş buyrun anlatın hadi.
yaş;@JBedoyere @buraqerr Son mesaja üzülmek ile beraber olgunluk ile evlilik farklı bizim konseyde benden çok büyük olmalarına rağmen onlar ile çok iyi anlaşıyorum yaşıtlarına rağmen ama evlenecek olsam benden çok büyük veya küçük biri ile evlenmem
yaş;@1923_VatanSever @OkurYazarAnne_ @Ateist_TV Hangi konuda yarın eleştirilebilirim mesela ? Belli bir olgunluğa sahip iki kisinin rızasıyla yapılan evlilik mi ileriki zamanlarda gayri ahlaki olabilir. Şöyle diyebiliriz ama bazi hususlar tum zamanlar için gayri ahlaki sayılabilir ( hırsızlık vb.) bazi gelenekler zaman
yaş;Bunca yıldan sonra asgari ücretle hayatınızı idame ettirin diyorsunuz.Bunca emek,zaman kaybının hesabı ne olacak!Nasil telafi edeceğiz onca yılı ? Evlilik,ev,arabayı asgari ücretle alacağız vay be yıkılacak bu düzen  #Milletittifakından100Bin
yaş;@esila204069 @Vera18466899 @MineKonan Haklı evlilik yaşı erkrklerde 40 bayanlarda 35 oldu sabredin 42 de emekli olun evlenin ??
yaş;EvLiLik'de Yaşa,,TaKıLanLar napıyoo
yaş;@1923_VatanSever @OkurYazarAnne_ @Ateist_TV Peki size şöyle sorum olacak. Küçük bir kiz çocuğuna sormadan sadece erkegin kendi rızasıyla yapılan evlilik mi daha ahlakidir, yoksa belli bir akıl olgunluguna gelmiş karşılıklı riza ile yapılan evlilikler mi daha ahlakidir. Bunu tüm zamanlar için soruyorum.
yaş;@Goku_his_mother @_devee_ Evlilik çok ayrı bir şey ben 30 dan önce doğru bulmuyorum hele bu devirde
yaş;@1923_VatanSever @OkurYazarAnne_ @Ateist_TV Günümüz ahlak yapısı sadece bana değil, kimseye uygun gelmiyor ki kamuoyunda küçük bir yaştaki evlilik hem Türkiye'deki çoğunluk itiraz ediyor, hem de Ayşe'nin evlilik yaşının 18-19 olduğunu iddia ediyorlar.
yaş;@1923_VatanSever @OkurYazarAnne_ @Ateist_TV Çok ileri bir görüş olduğunu neye dayandiriyorsunuz. İslam oncesi toplumlarda evlilik yaşı kaçtı? İslam ile birlikte nikah yaşı çok ileri bir zamana mı ertelenmiş oldu.
yaş;"Bu gelin evindeki gelinlerin yaş ortalaması neden hep 20-24  arası 
Sene 2022 hala erken yaşta evlilik devam ediyor bir gidin okuyun çalışın birşey yapın kızlar ya"
yaş;@MurattYldz 99 luyum ve evlilik mi allah korusun benden uzak
yaş;@sevdaturkusev En fazla 45 yaşına kadar 5 evlilik yapar erkeklerin ihtiyacını yapar istediğin gibi bir eşin olur ve bu yaştan sonra sadece Çöp olunabilir
yaş;Eyt li bekârlar artık rahatca evlilik hayalleri kurabilirler ??
yaş;Erken yaşta evlilik ve gebelik: Bilimsel veriler ne söylüyor? https://t.co/OeksjRDCAK @catlak_zemin aracılığıyla
yaş;Hadi çocukken hukuki nikahı kabul ettiğimizi varsayalım. Babanın ve dedenin evlendirdiği kızın muhayyer nikahı reddetmekte serbest olamaması anlaşılır ve kabul edilir değil. Evlilik gibi ciddi bir konuda bir kızın iradesi nasıl devredışı bırakılır?
yaş;Bence emeklilik yaşı 50 olmalı... Çünkü 25 sene okul ve askerlik... Kalan 25 sene evlilik ve çalışma ?? BIRAKIN da 50 yaşında ülkemizi gezelim... Zaten 60 yaşında da yaşarsak hastaneleri gezeceğiz ?? #muegeanli #eytistemiyoruz #StajSskBaslangiciOlsun
yaş;@SemaDuru_71 İnsan hayatın anlamını ve tadını 40 yaşından sonra daha iyi anlıyor ve yaşıyor, sıhhatin yerindeyse olgun yaşlarda evlilik de güzel ,sevmekde güzel,huzurlu yaşamak da güzel, Allah herşeyin hayırlısını versin ????
yaş;@kutluzafer1453 ..... ( Burda şahsına küfür etmiştim sildim) buhariyi mi cokerteceksin, küçük çocuklarla evlilik rivayet dininizde meşru değil mi oğlum.hadi bu iftira diyelim...
yaş;@SemaDuru_71 Eskiden insanlar askerden geldikten sonra hemen evlenirlerdi şimdi insanlar 40 yaşında evleniyor 20 yaşında evlenirsen toruna tokuma kavuşursun 40 yaşında evlenirsen çocuğunun evliliğini de görmeye bilirsin tüm insanlara evlilik kapısı açılır reddederse kapatılır
yaş;@ezZencani ... akademisyenlerin emeklilik yaşı ... ifadesini evlilik yaşı diye okumuşum ?? tivitin devamında Akademisyenlerin evlilik yaşı problemi ile ilgili açıklamalar aradım ?? yaş haddinden emekli olmakla evlilik problemi arasında ilişki kurmaya çalıştım ?? neyse gidip yüzümü yıkayayım
yaş;@AlcayirCengiz Arkadaşlar sakin olun 40 yaşını geçmiş daha bir kere evlilik teklifi dahi almamış. Gelen vurmuş giden vurmuş istediği hayatı yaşıyor zaten.
yaş;@89elizabethhh Şu bizim evlilik yaşını öne çeksek diyorum artık
yaş;@fehmiacat47 14 yaşında hala çocuk diye biliyorum kanunen. 14 yaş altında suc. Ülkesine göre değişebilir 14/15. Ama Türkiye'de 15 yaşındakiyle evlenip çocuk sahibi olup kaç yıl geçmiş insanlari seytanlastirdilar. AB de ise evlilik olmasa bile ilişki suç değil. +
yaş;"Artık evlilik ilanları şöyle olabilir.
38 yaşında emekli bayan.
Yada 43 yaşında emekli bay.???? 
#Eytli #EYT"
yaş;"@Epistemology89 Ben de ""üstünü örtmeyi"" kastederek kullandım ""kafir"" kavramını. Sadece kur'ân'daki hataları değil, İslâm'daki günümüz normlarına veya günümüzde TR'de yaşayan insanların değerler bütününe uymayan (küçük yaşta evlilik, çok eşlilik, kadına şiddet gibi) konuları da örtüyorlar."
yaş;@simsekibrahim4 @mufidyuksel @AltayCemMeric Evlilik yaşı  görecelidir. Tek gerçek rüşd buluğ demek değildir. Çoğu kişi bu ikisini karıştırır. Geçmişe gelince 15 yaş evlilik son derece normaldi. Tarihte anakronizm yapmanında pek bir anlamı yok.
yaş;"@Packingimpackt @ArvasiSacit Konumuza dönersek, yazdıklarınız, Hz Peygamberin evliliği ile alakalı olarak da yeteri kadar tarihsel bilginiz olmadığı kanaatini uyandırıyor. 
Sizin anladığınız manada, günümüzde toplumda sansasyonlar meydana getiren bir fiile dayalı bir evlilik, hiçbir zaman gerçekleşmedi."
yaş;@Cikarde Kast ettiğim biraz daha farklıydı, böyle şartlarda yaşayan bir çocuk yönünden istismarı görmek, tanılamak, çocuk yaşta evliliğin kendisini reddetmeyi gerektirmez. Bir başka ifadeyle çocuk yaşta evlilik kavramını kullanmak istismar yok demek değil.
